input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glycerol_gl,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l,output_titre_Âµgl
0,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,0.3026666666666666,,699.8438110351562,100.0,91.97728729248048,2.5,0.0,6.689380168914795,0.0,0.0,29.965240478515625,,,,,
2,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,0.5906666666666667,,699.7797241210938,100.0,80.63482666015625,2.50227689743042,0.0,6.743850231170654,0.0,0.0,29.97123908996582,,,,,
4,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,2.54,,699.9876708984375,94.78662109375,32.7606315612793,2.545212984085083,5.221703052520752,6.797636032104492,0.0,0.0,30.03282928466797,,,,,
6,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,7.696666666666666,71.5,699.9323120117188,14.871930122375488,28.261499404907227,2.0199999809265137,85.15257263183594,6.738368988037109,0.0,0.0,30.03278923034668,,,,,
8,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,20.766666666666666,,699.8218994140625,0.0,13.08969020843506,2.511668920516968,100.0,6.697258949279785,8.54386043548584,0.29,30.075929641723636,,0.6,21.3,18.3,
10,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,35.96666666666667,,700.0968017578125,0.0,25.13104057312012,2.517340898513794,100.0,6.748647212982178,12.697830200195312,0.431,30.002199172973636,,0.0,4.8,12.6,
12,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,40.6,,700.1119995117188,0.0,31.654050827026367,2.5199999809265137,100.0,6.79900598526001,19.05719947814941,0.648,29.977439880371094,,2.2,14.9,9.5,
14,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,55.16666666666666,,700.1148071289062,24.86284065246582,55.11793899536133,2.4800000190734863,75.11788940429688,6.77708101272583,20.584999084472656,0.699,30.038990020751957,,3.1,36.7,7.3,
16,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,55.46666666666667,,700.7277221679688,100.0,62.87857055664063,2.4850010871887207,0.0,6.709249019622803,17.49799919128418,0.595,29.99604034423828,,0.0,121.0,6.2,
18,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,58.23333333333333,,700.7999267578125,100.0,55.096099853515625,2.4800000190734863,0.0,6.71644401550293,18.809999465942383,0.639,29.971439361572266,,0.0,193.0,5.7,
20,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,31.4,,699.776611328125,100.0,70.76294708251953,2.4800000190734863,0.0,6.710619926452637,18.809999465942383,0.639,29.989900588989254,,2.5,261.0,10.2,
22,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,26.066666666666663,153.0,699.5598754882812,100.0,92.46505737304688,2.501782894134521,0.0,6.710277080535889,18.809999465942383,0.639,29.977500915527344,,8.87,307.0,6.2,
24,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,2.6,163.0,700.0661010742188,100.0,104.36810302734376,2.5248899459838867,0.0,6.731860160827637,15.979999542236328,0.543,30.002140045166016,,,,,
26,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,,,700.11767578125,100.0,105.58390045166016,2.538240909576416,0.0,6.701369762420654,0.0,0.0,30.00196075439453,,14.23,407.0,4.2,
28,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,17.8,158.0,699.7910766601562,100.0,113.57019805908205,2.539999008178711,0.0,6.700685024261475,0.0,0.0,30.008220672607425,,,,,
30,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,,,699.7888793945312,100.0,124.84709930419922,2.539999008178711,0.0,6.730832099914551,0.0,0.0,30.00201988220215,,0.0,466.0,,
32,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,55.0,156.0,700.2410888671875,100.0,88.83954620361328,2.539999008178711,0.0,6.894928932189941,0.0,0.0,30.014419555664062,,,,,
34,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,,,700.4381713867188,100.0,65.84886169433594,2.537913084030152,0.0,6.898013114929199,0.0,0.0,29.96529960632324,,0.0,0.0,,
36,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,59.66666666666666,161.0,699.9415283203125,100.0,63.27896881103516,2.525429010391236,0.0,6.890819072723389,0.0,0.0,29.989879608154297,,,,,
38,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,,,699.80078125,100.0,57.44029998779297,2.5199790000915527,0.0,6.895956993103027,0.0,0.0,29.977500915527344,,0.001,0.0,,
40,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,54.333333333333336,150.0,700.2822875976562,100.0,56.355560302734375,2.5199949741363525,0.0,6.892530918121338,0.0,0.0,29.98357963562012,,,,,
42,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,,,699.8256225585938,100.0,55.94786834716797,2.5199999809265137,0.0,6.897327899932861,0.0,0.0,30.00830078125,,0.001,0.0,,
44,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,56.0,184.5,700.038330078125,100.0,58.37944030761719,2.5199999809265137,0.0,6.898355007171631,0.0,0.0,30.00826072692871,,,,,
46,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,,,700.4058837890625,100.0,58.25568008422852,2.5199999809265137,0.0,6.892189025878906,0.0,0.0,30.00815963745117,,0.0015,0.0,,
48,5L Fermenter,5000ml,Ferm4,700,1,6.8,2.5,100,0.0,30,Media type A,Glucose,0,53.66666666666666,142.0,700.2160034179688,100.0,54.6956901550293,2.519998073577881,0.0,6.892530918121338,0.0,0.0,30.00836944580078,,0.0017,525.0,,0.04
